CDSCode,District,School,Street,StreetAbr,City,Zip Code,State,Phone,OpenDate,Charter,DOCType,SOC,SOCType,GSoffered,Latitude,Longitude,LastUpdate,2016-2017 Total Enrollment,2015-2016 ELA Current Status (avg. distance from level 3),2015-2016 ELA Prior Status (avg. Distance from level 3),2015-2016 ELA Status Level,2015-2016 Math Current Status (avg. distance from level 3),2015-2016 Math Prior Status (avg. Distance from level 3),2015-2016 Math Change,2016-2017 English Language Learners,2016-2017 % English Language Learners,2016-2017 FRPM Count,2016-2017 % FRPM Count,2015-2016 Enrollment Grades 10-12,2015-2016 AP Number Tested,2015-2016 % AP Number Tested,2015-2016 AP Score = 1,2015-2016 AP Score = 2,2015-2016 AP Score = 3,2015-2016 AP Score = 4,2015-2016 AP Score = 5,% 2015-2016 AP Score = 1,% 2015-2016 AP Score = 2,% 2015-2016 AP Score = 3,% 2015-2016 AP Score = 4,% 2015-2016 AP Score = 5
37680236038046,Chula Vista Elementary,Vista Square Elementary,540 G Street,540 G St.,Chula Vista,91910-3604,CA,(619) 422-8374,7/1/1943,N,Elementary School District,,Elementary Schools (Public),K-6,32.635041,-117.08832,2/9/2017,648,-26.4,-27.8,2,-59.4,-63.9,4.4,349,54%,548,85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680236037907,Chula Vista Elementary,Lauderbach (J. Calvin) Elementary,390 Palomar Street,390 Palomar St.,Chula Vista,91911-3182,CA,(619) 422-1127,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.620279,-117.07566,12/6/2016,800,-15.2,-24.9,2,-42.1,-39.5,-2.6,554,69%,683,85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680236037824,Chula Vista Elementary,Castle Park Elementary,25 Emerson Street,25 Emerson St.,Chula Vista,91910-3309,CA,(619) 422-5301,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.615057,-117.05726,5/10/2016,381,-2.0,-20.3,3,-29,-48,19,164,43%,342,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680236037915,Chula Vista Elementary,Montgomery (John J.) Elementary,1601 Fourth Avenue,1601 Fourth Ave.,Chula Vista,91911-5799,CA,(619) 422-6131,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.597875,-117.069,6/18/2015,344,-21.4,-22.3,2,-46.7,-44,-2.7,241,70%,318,92%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680560114686,Del Mar Union Elementary,Ocean Air,11444 Canter Heights Drive,11444 Canter Heights Dr.,San Diego,92130-6974,CA,(858) 481-4040,8/22/2007,N,Elementary School District,,Elementary Schools (Public),K-6,32.9281,-117.2147,6/18/2015,730,105.4,109.0,5,100.1,98.4,1.8,24,3%,7,1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680566117923,Del Mar Union Elementary,Sage Canyon,5290 Harvest Run Drive,5290 Harvest Run Dr.,San Diego,92130-4875,CA,(858) 481-7844,9/5/2000,N,Elementary School District,,Elementary Schools (Public),K-6,32.925277,-117.20411,10/8/2015,727,87.1,82.1,5,79.5,81.4,-2,86,12%,13,2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680566038111,Del Mar Union Elementary,Del Mar Heights Elementary,13555 Boquita Drive,13555 Boquita Dr.,Del Mar,92014-3453,CA,(858) 755-9367,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.945637,-117.24973,6/18/2015,479,85.0,83.0,5,64.6,67.6,-3,27,6%,21,4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680566120596,Del Mar Union Elementary,Torrey Hills,10830 Calle Mar de Mariposa,10830 Calle Mar de Mariposa,San Diego,92130-8657,CA,(858) 481-4266,9/4/2002,N,Elementary School District,,Elementary Schools (Public),K-6,32.913451,-117.2232,6/18/2015,603,77.1,79.2,5,66.3,60.4,5.9,110,18%,26,4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680566110696,Del Mar Union Elementary,Carmel Del Mar Elementary,12345 Carmel Park Drive,12345 Carmel Park Dr.,San Diego,92130-2222,CA,(858) 481-6789,9/8/1992,N,Elementary School District,,Elementary Schools (Public),K-6,32.94087,-117.22955,6/18/2015,523,76.6,78.9,5,69,71.4,-2.4,53,10%,29,6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680566115620,Del Mar Union Elementary,Ashley Falls Elementary,13030 Ashley Falls Drive,13030 Ashley Falls Dr.,San Diego,92130-3717,CA,(858) 259-7812,9/8/1998,N,Elementary School District,,Elementary Schools (Public),K-6,32.957549,-117.20781,10/8/2015,482,75.7,64.9,5,68.9,58.9,10,33,7%,35,7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680566088983,Del Mar Union Elementary,Del Mar Hills Elementary,14085 Mango Drive,14085 Mango Dr.,Del Mar,92014-0640,CA,(858) 755-9763,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.954058,-117.24724,6/18/2015,313,87.5,82.2,5,76.5,63.6,12.9,25,8%,35,11%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680560110114,Del Mar Union Elementary,Sycamore Ridge,5333 Old Carmel Valley Road,5333 Old Carmel Valley Rd.,San Diego,92130-2650,CA,(858) 755-1060,8/29/2005,N,Elementary School District,,Elementary Schools (Public),K-6,32.954011,-117.19998,6/18/2015,555,85.3,90.1,5,74.9,74.5,0.4,70,13%,91,16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680806112445,Encinitas Union Elementary,Olivenhain Pioneer Elementary,8000 Calle Acervo,8000 Calle Acervo,Carlsbad,92009-8900,CA,(760) 943-2000,8/5/1994,N,Elementary School District,,Elementary Schools (Public),K-6,33.064891,-117.23227,6/18/2015,584,78.2,50.1,5,59.3,37.7,21.5,10,2%,14,2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680806117709,Encinitas Union Elementary,El Camino Creek Elementary,7885 Paseo Aliso,7885 Paseo Aliso,Carlsbad,92009-9028,CA,(760) 943-2051,8/16/2000,N,Elementary School District,,Elementary Schools (Public),K-6,33.077016,-117.25892,4/3/2017,615,81.3,63.8,5,68.8,56.9,11.9,8,1%,21,3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680806099402,Encinitas Union Elementary,Flora Vista Elementary,1690 Wandering Road,1690 Wandering Rd.,Encinitas,92024-2417,CA,(760) 944-4329,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,33.055334,-117.25288,10/13/2015,457,76.1,52.9,5,62.9,49.5,13.4,16,4%,29,6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680806108534,Encinitas Union Elementary,Mission Estancia Elementary,3330 Calle Barcelona,3330 Calle Barcelona,Carlsbad,92009-9319,CA,(760) 943-2004,7/1/1990,N,Elementary School District,,Elementary Schools (Public),K-6,33.072276,-117.23533,6/18/2015,509,63.5,56.8,5,45.2,41.7,3.5,25,5%,33,6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680806106132,Encinitas Union Elementary,La Costa Heights Elementary,3035 Levante Street,3035 Levante St.,Carlsbad,92009-8331,CA,(760) 944-4375,7/1/1988,N,Elementary School District,,Elementary Schools (Public),K-6,33.080785,-117.24484,6/18/2015,696,51.1,45.0,5,41.7,43.2,-1.6,28,4%,49,7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680806095046,Encinitas Union Elementary,Park Dale Lane Elementary,2050 Park Dale Lane,2050 Park Dale Ln.,Encinitas,92024-4324,CA,(760) 944-4344,7/1/1976,N,Elementary School District,,Elementary Schools (Public),K-6,33.046392,-117.24311,4/3/2017,489,25.2,20.1,4,-1.7,4.8,-6.4,39,8%,81,17%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680806066989,Encinitas Union Elementary,Capri Elementary,941 Capri Road,941 Capri Rd.,Encinitas,92024-1214,CA,(760) 944-4360,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,33.076064,-117.28846,4/3/2017,706,49.3,27.3,5,37.9,18.4,19.5,135,19%,147,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680806038145,Encinitas Union Elementary,Paul Ecke-Central Elementary,185 Union Street,185 Union St.,Encinitas,92024-2119,CA,(760) 944-4323,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,33.058062,-117.29703,6/18/2015,623,39.1,28.4,4,19.3,9.7,9.6,109,17%,163,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37680806038152,Encinitas Union Elementary,Ocean Knoll Elementary,910 Melba Road,910 Melba Rd.,Encinitas,92024-3901,CA,(760) 944-4351,7/1/1953,N,Elementary School District,,Elementary Schools (Public),K-6,33.039889,-117.2725,6/18/2015,629,46.5,39.8,5,29.3,28.3,0.9,150,24%,188,30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681146038269,Fallbrook Union Elementary,La Paloma Elementary,300 Heald Lane,300 Heald Ln.,Fallbrook,92028-2108,CA,(760) 731-4220,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,33.378156,-117.23539,12/17/2015,538,29.3,8.5,4,-16.8,-23.1,6.2,221,41%,372,69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681146109524,Fallbrook Union Elementary,Live Oak Elementary,1978 Reche Road,1978 Reche Rd.,Fallbrook,92028-2108,CA,(760) 731-4430,8/10/1990,N,Elementary School District,,Elementary Schools (Public),K-6,33.369178,-117.2174,6/18/2015,592,-23.7,-24.1,2,-45.8,-44,-1.8,274,46%,408,69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681146116420,Fallbrook Union Elementary,William H. Frazier Elementary,1835 Gum Tree Lane,1835 Gum Tree Ln.,Fallbrook,92028-2108,CA,(760) 723-6770,9/7/1999,N,Elementary School District,,Elementary Schools (Public),K-6,33.387442,-117.22413,6/18/2015,548,-16.9,-23.8,2,-49.8,-34.9,-14.9,248,45%,401,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681146038285,Fallbrook Union Elementary,Fallbrook Street Elementary,405 West Fallbrook Street,405 West Fallbrook St.,Fallbrook,92028-2108,CA,(760) 731-4000,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,33.376687,-117.25531,6/18/2015,537,-22.1,-27.1,2,-58.4,-56.1,-2.3,309,58%,468,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038442,La Mesa-Spring Valley,Fletcher Hills Elementary,2330 Center Place,2330 Center Pl.,El Cajon,92020-2809,CA,(619) 668-5820,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.800478,-116.99618,6/18/2015,660,40.7,14.4,4,25.2,-0.5,25.6,27,4%,138,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976070833,La Mesa-Spring Valley,Murdock Elementary,4354 Conrad Drive,4354 Conrad Dr.,La Mesa,91941-5214,CA,(619) 668-5775,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.758828,-116.98474,6/18/2015,666,30.4,3.5,4,16.9,3.7,13.2,49,7%,174,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038517,La Mesa-Spring Valley,Lemon Avenue Elementary,8787 Lemon Avenue,8787 Lemon Ave.,La Mesa,91941-5214,CA,(619) 668-5835,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.768184,-117.00837,6/18/2015,620,9.2,0.3,3,-10.1,-8.6,-1.5,54,9%,201,32%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038525,La Mesa-Spring Valley,Maryland Avenue Elementary,5400 Maryland Avenue,5400 Maryland Ave.,La Mesa,91941-5214,CA,(619) 668-5744,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.777787,-117.0382,6/18/2015,469,0.1,-5.9,3,-4.7,-17.3,12.6,57,12%,172,37%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038533,La Mesa-Spring Valley,Murray Manor Elementary,8305 El Paso Street,8305 El Paso St.,La Mesa,91942-2704,CA,(619) 668-5865,9/11/1953,N,Elementary School District,,Elementary Schools (Public),K-6,32.788351,-117.01987,10/13/2015,750,34.3,17.2,4,-10.4,-5.3,-5.2,95,13%,280,37%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038541,La Mesa-Spring Valley,Northmont Elementary,9405 Gregory Street,9405 Gregory St.,La Mesa,91942-3811,CA,(619) 668-5830,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.790877,-116.99398,6/18/2015,502,-32.6,-38.3,2,-40.1,-48.5,8.4,53,11%,223,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038574,La Mesa-Spring Valley,Rolando Elementary,6925 Tower Street,6925 Tower St.,La Mesa,91941-5214,CA,(619) 668-5800,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.763199,-117.04876,8/14/2015,560,-11.7,-14.7,2,-25.5,-22.6,-2.9,74,13%,292,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976111207,La Mesa-Spring Valley,Sweetwater Springs Elementary,10129 Austin Drive,10129 Austin Dr.,Spring Valley,91977-6903,CA,(619) 668-5895,7/21/1993,N,Elementary School District,,Elementary Schools (Public),K-6,32.731776,-116.9766,6/18/2015,519,6.7,-8.5,3,-32.1,-24.6,-7.5,115,22%,307,59%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976098446,La Mesa-Spring Valley,Loma Elementary,10355 Loma Lane,10355 Loma Ln.,Spring Valley,91978-1517,CA,(619) 668-5862,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.736664,-116.96884,7/19/2016,342,-49.3,-75.5,2,-62.8,-77.5,14.7,116,34%,220,64%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038475,La Mesa-Spring Valley,La Mesa Dale Elementary,4370 Parks Avenue,4370 Parks Ave.,La Mesa,91941-5214,CA,(619) 668-5740,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.757662,-117.03215,6/18/2015,459,-1.8,-25.5,3,-31.3,-28.9,-2.3,106,23%,336,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038566,La Mesa-Spring Valley,Rancho Elementary,8845 Noeline Avenue,8845 Noeline Ave.,Spring Valley,91977-5716,CA,(619) 668-5885,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.70508,-117.01594,6/14/2017,398,-5.4,-32.1,2,-29.5,-35.3,5.8,98,25%,294,74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038434,La Mesa-Spring Valley,Casa de Oro Elementary,10227 Ramona Drive,10227 Ramona Dr.,Spring Valley,91977-1720,CA,(619) 668-5715,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.747767,-116.97276,6/18/2015,366,-26.3,-32.8,2,-57.6,-45.2,-12.4,90,25%,274,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038459,La Mesa-Spring Valley,Highlands Elementary,3131 South Barcelona Street,3131 South Barcelona St.,Spring Valley,91977-3003,CA,(619) 668-5780,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.737305,-116.98155,8/12/2015,535,-32.1,-49.2,2,-46.1,-60,13.9,139,26%,407,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038509,La Mesa-Spring Valley,La Presa Elementary,519 La Presa Street,519 La Presa St.,Spring Valley,91977-6011,CA,(619) 668-5790,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.706482,-116.99327,6/18/2015,422,-29.7,-62.2,2,-42.1,-55.9,13.9,168,40%,338,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038400,La Mesa-Spring Valley,Avondale Elementary,8401 Stansbury Street,8401 Stansbury St.,Spring Valley,91977-3737,CA,(619) 668-5880,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.719139,-117.01727,6/18/2015,447,-33.7,-44.6,2,-62.8,-49.3,-13.5,131,29%,373,83%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37681976038418,La Mesa-Spring Valley,Bancroft Elementary,8805 Tyler Street,8805 Tyler St.,Spring Valley,91977-3336,CA,(619) 668-5890,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.730135,-117.00817,8/17/2015,563,-69.5,-55.5,2,-96.2,-79.9,-16.2,236,42%,502,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37682216038772,National Elementary,Kimball,302 West 18th Street,302 West 18th St.,National City,91950-5526,CA,(619) 336-8300,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.666367,-117.10637,1/18/2017,396,-19.2,-24.1,2,-45.1,-38.7,-6.4,263,66%,177,45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37682216038764,National Elementary,Ira Harbison,3235 East Eighth Street,3235 East Eighth St.,National City,91950-3116,CA,(619) 336-8200,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.685244,-117.07364,1/18/2017,552,-9.8,2.4,2,-42.6,-38.6,-4,215,39%,361,65%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37682216038814,National Elementary,Palmer Way,2900 Palmer Street,2900 Palmer St.,National City,91950-5251,CA,(619) 336-8900,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.679585,-117.07477,1/18/2017,574,4.8,1.9,3,-25.3,-30.4,5.2,280,49%,430,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37682216038780,National Elementary,Las Palmas,1900 East 18th Street,1900 East 18th St.,National City,91950-5013,CA,(619) 336-8500,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.672498,-117.08437,1/18/2017,661,-27.0,-36.9,2,-49.9,-63,13.1,354,54%,545,82%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37682216038756,National Elementary,John A. Otis Elementary,621 East 18th Street,621 East 18th St.,National City,91950-4630,CA,(619) 336-8800,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.669036,-117.0972,1/18/2017,456,-14.5,-27.3,2,-44,-51.2,7.2,286,63%,374,82%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37682216038731,National Elementary,Central Elementary,933 E Avenue,933 E Ave.,National City,91950-3416,CA,(619) 336-7400,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.676133,-117.1013,1/18/2017,623,-20.5,-36.6,2,-26.4,-46.2,19.8,402,65%,516,83%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37682216038806,National Elementary,Olivewood,2505 F Avenue,2505 F Ave.,National City,91950-7017,CA,(619) 336-8700,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.662903,-117.09498,1/18/2017,627,-39.9,-38.4,2,-52.3,-50.4,-1.9,367,59%,540,86%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37682216108559,National Elementary,Rancho de la Nacion,1830 East Division Street,1830 East Division St.,National City,91950-1850,CA,(619) 336-8100,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.687964,-117.09059,1/18/2017,449,-44.7,-46.7,2,-47,-48.6,1.7,298,66%,386,86%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37682216038749,National Elementary,El Toyon Elementary,2000 East Division Street,2000 East Division St.,National City,91950-1823,CA,(619) 336-8000,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.688436,-117.08889,1/18/2017,502,-38.4,-56.4,2,-56.9,-58.8,1.9,304,61%,436,87%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683616040406,Santee,Sycamore Canyon Elementary,10201 Settle Road,10201 Settle Rd.,Santee,92071-1099,CA,(619) 956-5400,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.862781,-117.00388,6/18/2015,349,22.6,-5.2,4,-4.6,-21,16.4,14,4%,77,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683870129049,Solana Beach Elementary,Solana Ranch Elementary,13605 Pacific Highlands Ranch Parkway,13605 Pacific Highlands Ranch Pkwy.,San Diego,92130-5791,CA,(858) 350-6600,8/25/2014,N,Elementary School District,,Elementary Schools (Public),K-6,32.964436,-117.19227,6/18/2015,550,91.0,84.7,5,80,64.2,15.9,68,12%,20,4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683876111181,Solana Beach Elementary,Solana Santa Fe Elementary,6570 El Apajo,6570 El Apajo,Rancho Santa Fe,92067-8940,CA,(858) 794-4700,9/1/1993,N,Elementary School District,,Elementary Schools (Public),K-6,32.997084,-117.19246,6/18/2015,330,74.3,65.3,5,41.6,36.3,5.3,20,6%,24,7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683876040455,Solana Beach Elementary,Skyline Elementary,606 Lomas Santa Fe Drive,606 Lomas Santa Fe Dr.,Solana Beach,92075-1400,CA,(858) 794-3600,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.996163,-117.26298,6/18/2015,516,64.2,44.3,5,35,23.4,11.7,58,11%,80,16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683956040521,South Bay Union,Oneonta Elementary,1311 Tenth Street,1311 Tenth St.,Imperial Beach,91932-3403,CA,(619) 628-8600,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.57272,-117.11215,2/9/2017,533,-20.0,-28.2,2,-44.5,-50,5.5,206,39%,278,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683956040489,South Bay Union,Emory Elementary,1915 Coronado Avenue,1915 Coronado Ave.,San Diego,92154-2021,CA,(619) 628-5300,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.576466,-117.09159,2/9/2017,552,-18.4,-26.8,2,-40,-38.7,-1.3,210,38%,298,54%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683956098487,South Bay Union,George Nicoloff Elementary,1777 Howard Avenue,1777 Howard Ave.,San Ysidro,92173-1235,CA,(619) 428-7100,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.564248,-117.06662,2/9/2017,813,-47.7,-60.9,2,-68,-74.1,6.1,605,74%,517,64%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683956116008,South Bay Union,Teofilo Mendoza,2050 Coronado Avenue,2050 Coronado Ave.,San Diego,92154-2034,CA,(619) 424-0100,7/1/1999,N,Elementary School District,,Elementary Schools (Public),K-6,32.576464,-117.08954,2/9/2017,860,-24.0,-41.0,2,-52.4,-65.3,12.9,436,51%,581,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683956040471,South Bay Union,Central Elementary,1290 Ebony Avenue,1290 Ebony Ave.,Imperial Beach,91932-2920,CA,(619) 628-5000,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.577528,-117.10592,2/9/2017,557,-64.3,-66.0,2,-81.2,-87.7,6.5,274,49%,397,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683956067029,South Bay Union,Godfrey G. Berry Elementary,2001 Rimbey Street,2001 Rimbey St.,San Diego,92154-3032,CA,(619) 628-3500,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.568151,-117.08999,2/9/2017,514,-64.4,-70.1,2,-75.5,-81,5.5,287,56%,382,74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683956040539,South Bay Union,Sunnyslope Elementary,2500 Elm Avenue,2500 Elm Ave.,San Diego,92154-1498,CA,(619) 628-8800,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.58014,-117.07974,2/9/2017,533,-60.9,-60.7,2,-79.9,-78.6,-1.3,325,61%,393,74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683956094973,South Bay Union,Howard Pence Elementary,877 Via Tonga Court,877 Via Tonga Ct.,San Diego,92154-2256,CA,(619) 662-8100,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.579102,-117.06191,2/9/2017,680,-35.6,-53.2,2,-65.5,-71.1,5.6,388,57%,513,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37683956040463,South Bay Union,Bayside STEAM Academy,490 Emory Street,490 Emory St.,Imperial Beach,91932-1524,CA,(619) 628-2500,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.587565,-117.11311,2/9/2017,524,-61.1,-82.2,2,-80.7,-89.6,8.9,245,47%,400,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
